序号,中文名,备选中文名,拉丁名,英文名,目,科,ebird,birdreport
1399,普通秋沙鸭,,Mergus merganser,Common Merganser,雁形目,鸭科,,
1400,红胸秋沙鸭,,Mergus serrator,Red-breasted Merganser,雁形目,鸭科,,
1401,中华秋沙鸭,,Mergus squamatus,Chinese Merganser,雁形目,鸭科,,
1402,赤嘴潜鸭,,Netta rufina,Red-crested Pochard,雁形目,鸭科,,
1403,棉凫,,Nettapus coromandelianus,Cotton Pygmy Goose,雁形目,鸭科,,
1404,白头硬尾鸭,,Oxyura leucocephala,White-headed Duck,雁形目,鸭科,,
1405,小绒鸭,,Polysticta stelleri,Steller's Eider,雁形目,鸭科,,
1406,瘤鸭,,Sarkidiornis melanotos,Comb duck,雁形目,鸭科,,
1407,花脸鸭,,Sibirionetta formosa,Baikal Teal,雁形目,鸭科,,
1408,琵嘴鸭,,Spatula clypeata,Northern Shoveler,雁形目,鸭科,,
1409,白眉鸭,,Spatula querquedula,Garganey,雁形目,鸭科,,
1410,赤麻鸭,,Tadorna ferruginea,Ruddy Shelduck,雁形目,鸭科,,
1411,翘鼻麻鸭,,Tadorna tadorna,Common Shelduck,雁形目,鸭科,,
1412,白腹军舰鸟,,Fregata andrewsi,Christmas Frigatebrid,鲣鸟目,军舰鸟科,,
1413,白斑军舰鸟,,Fregata ariel,Lesser Frigatebrid,鲣鸟目,军舰鸟科,,
1414,黑腹军舰鸟,大军舰鸟,Fregata minor,Great Frigatebird,鲣鸟目,军舰鸟科,,
1415,黑腹蛇鹈,,Anhinga melanogaster,Oriental Darter,鲣鸟目,蛇鹈科,,
1416,蓝脸鲣鸟,,Sula dactylatra,Masked Booby,鲣鸟目,鲣鸟科,,
1417,褐鲣鸟,,Sula leucogaster,Brown Booby,鲣鸟目,鲣鸟科,,
1418,红脚鲣鸟,,Sula sula,Red-footed Booby,鲣鸟目,鲣鸟科,,
1419,黑颈鸬鹚,,Microcarbo niger,Little Cormorant,鲣鸟目,鸬鹚科,,
1420,侏鸬鹚,,Microcarbo pygmaeus,Pygmy Cormorant,鲣鸟目,鸬鹚科,,
1421,绿背鸬鹚,,Phalacrocorax capillatus,Japanese Cormorant,鲣鸟目,鸬鹚科,,
1422,普通鸬鹚,,Phalacrocorax carbo,Great Cormorant,鲣鸟目,鸬鹚科,,
1423,海鸬鹚,,Phalacrocorax pelagicus,Pelagic Cormorant,鲣鸟目,鸬鹚科,,
1424,红脸鸬鹚,,Phalacrocorax urile,Red-faced Cormorant,鲣鸟目,鸬鹚科,,
1425,石鸡,,Alectoris chukar,Chukar Partridge,鸡形目,雉科,,
1426,大石鸡,,Alectoris magna,Przevalski’s Partridge,鸡形目,雉科,,
1427,海南山鹧鸪,,Arborophila ardens,Hainan Hill Partridge,鸡形目,雉科,,
1428,白颊山鹧鸪,,Arborophila atrogularis,White-cheeked Hill Partridge,鸡形目,雉科,,
1429,褐胸山鹧鸪,,Arborophila brunneopectus,Bar-backed Partridge,鸡形目,雉科,,
1430,台湾山鹧鸪,,Arborophila crudigularis,Taiwan Hill Partridge,鸡形目,雉科,,
1431,白眉山鹧鸪,,Arborophila gingica,Rickett's Hill Partridge,鸡形目,雉科,,
1432,红胸山鹧鸪,,Arborophila mandellii,Chestnut-breasted Hill Partridge,鸡形目,雉科,,
1433,四川山鹧鸪,,Arborophila rufipectus,Sichuan Hill Partridge,鸡形目,雉科,,
1434,红喉山鹧鸪,,Arborophila rufogularis,Rufous-throated Hill Partridge,鸡形目,雉科,,
1435,环颈山鹧鸪,,Arborophila torqueola,Common Hill Partridge,鸡形目,雉科,,
1436,棕胸竹鸡,,Bambusicola fytchii,Mountain Bamboo Partridge,鸡形目,雉科,,
1437,台湾竹鸡,,Bambusicola sonorivox,Taiwan Bamboo Partridge,鸡形目,雉科,,
1438,灰胸竹鸡,,Bambusicola thoracicus,Chinese Bamboo Partridge,鸡形目,雉科,,
1439,白腹锦鸡,,Chrysolophus amherstiae,Lady Amherst’s Pheasant,鸡形目,雉科,,
1440,红腹锦鸡,,Chrysolophus pictus,Golden Pheasant,鸡形目,雉科,,
1441,西鹌鹑,,Coturnix coturnix,Common Quail,鸡形目,雉科,,
1442,鹌鹑,,Coturnix japonica,Japanese Quail,鸡形目,雉科,,
1443,蓝马鸡,,Crossoptilon auritum,Blue Eared Pheasant,鸡形目,雉科,,
1444,白马鸡,,Crossoptilon crossoptilon,White Eared Pheasant,鸡形目,雉科,,
1445,藏马鸡,,Crossoptilon harmani,Tibetan Eared Pheasant,鸡形目,雉科,,
1446,褐马鸡,,Crossoptilon mantchuricum,Brown Eared Pheasant,鸡形目,雉科,,
1447,镰翅鸡,,Falcipennis falcipennis,Siberian Spruce Grouse,鸡形目,雉科,,
1448,中华鹧鸪,,Francolinus pintadeanus,Chinese Francolin,鸡形目,雉科,,
1449,红原鸡,,Gallus gallus,Red Junglefowl,鸡形目,雉科,,
1450,血雉,,Ithaginis cruentus,Blood Pheasant,鸡形目,雉科,,
1451,柳雷鸟,,Lagopus lagopus,Willow Grouse,鸡形目,雉科,,
1452,岩雷鸟,,Lagopus muta,Rock Ptarmigan,鸡形目,雉科,,
1453,雪鹑,,Lerwa lerwa,Snow Partridge,鸡形目,雉科,,
1454,棕尾虹雉,,Lophophorus impejanus,Himalayan Monal ,鸡形目,雉科,,
1455,绿尾虹雉,,Lophophorus lhuysii,Chinese Monal ,鸡形目,雉科,,
1456,白尾梢虹雉,,Lophophorus sclateri,Sclater’s Monal ,鸡形目,雉科,,
1457,黑鹇,,Lophura leucomelanos,Kalij Pheasant,鸡形目,雉科,,
1458,白鹇,,Lophura nycthemera,Silver Pheasant,鸡形目,雉科,,
1459,蓝腹鹇,,Lophura swinhoii,Swinhoe’s Pheasant,鸡形目,雉科,,
1460,黑琴鸡,,Lyrurus tetrix,Black Grouse,鸡形目,雉科,,
1461,绿孔雀,,Pavo muticus,Green Peafowl,鸡形目,雉科,,
1462,斑翅山鹑,,Perdix dauurica,Daurian Partridge,鸡形目,雉科,,
1463,高原山鹑,,Perdix hodgsoniae,Tibetan Partridge,鸡形目,雉科,,
1464,灰山鹑,,Perdix perdix,Grey Partridge,鸡形目,雉科,,
1465,环颈雉,,Phasianus colchicus,Common Pheasant,鸡形目,雉科,,
1466,灰孔雀雉,,Polyplectron bicalcaratum,Grey Peacock Pheasant,鸡形目,雉科,,
1467,海南孔雀雉,,Polyplectron katsumatae,Hainan Peacock Pheasant,鸡形目,雉科,,
1468,勺鸡,,Pucrasia macrolopha,Koklass Pheasant,鸡形目,雉科,,
1469,蓝胸鹑,,Synoicus chinensis,Blue-breasted Quail,鸡形目,雉科,,
1470,白颈长尾雉,,Syrmaticus ellioti,Elliot’s Pheasant,鸡形目,雉科,,
1471,黑颈长尾雉,,Syrmaticus humiae,Hume’s Pheasant,鸡形目,雉科,,
1472,黑长尾雉,,Syrmaticus mikado,Mikado Pheasant,鸡形目,雉科,,
1473,白冠长尾雉,,Syrmaticus reevesii,Reeves’s Pheasant,鸡形目,雉科,,
1474,黑嘴松鸡,,Tetrao urogalloides,Black-billed Capercaillie,鸡形目,雉科,,
1475,松鸡,,Tetrao urogallus,Western Capercaillie,鸡形目,雉科,,
1476,阿尔泰雪鸡,,Tetraogallus altaicus,Altai Snowcock,鸡形目,雉科,,
1477,暗腹雪鸡,,Tetraogallus himalayensis,Himalayan Snowcock,鸡形目,雉科,,
1478,藏雪鸡,,Tetraogallus tibetanus,Tibetan Snowcock,鸡形目,雉科,,
1479,红喉雉鹑,,Tetraophasis obscurus,Chestnut-throated Partridge,鸡形目,雉科,,
1480,黄喉雉鹑,,Tetraophasis szechenyii,Buff-throated Partridge,鸡形目,雉科,,
1481,花尾榛鸡,,Tetrastes bonasia,Hazel Grouse,鸡形目,雉科,,
1482,斑尾榛鸡,,Tetrastes sewerzowi,Chinese Grouse,鸡形目,雉科,,
1483,灰腹角雉,,Tragopan blythii,Blyth’s Tragopan,鸡形目,雉科,,
1484,黄腹角雉,,Tragopan caboti,Cabot’s Tragopan,鸡形目,雉科,,
1485,黑头角雉,,Tragopan melanocephalus,Western Tragopan,鸡形目,雉科,,
1486,红胸角雉,,Tragopan satyra,Satyr Tragopan,鸡形目,雉科,,
1487,红腹角雉,,Tragopan temminckii,Temminck’s Tragopan,鸡形目,雉科,,
1488,绿脚树鹧鸪,,Tropicoperdix chloropus,Green-legged Partridge,鸡形目,雉科,,
1489,波斑鸨,,Chlamydotis macqueenii,Macqueen's Bustard,鸨形目,鸨科,,
1490,大鸨,,Otis tarda,Great Bustard,鸨形目,鸨科,,
1491,小鸨,,Tetrax tetrax,Little Bustard,鸨形目,鸨科,,
1492,栗鸮,,Phodilus badius,Oriental Bay-owl,鸮形目,草鸮科,,
1493,仓鸮,,Tyto javanica,Eastern Barn Owl,鸮形目,草鸮科,,
1494,草鸮,,Tyto longimembris,Eastern Grass-owl,鸮形目,草鸮科,,
1495,鬼鸮,,Aegolius funereus,Boreal Owl,鸮形目,鸱鸮科,,
1496,短耳鸮,,Asio flammeus,Short-eared Owl,鸮形目,鸱鸮科,,
1497,长耳鸮,,Asio otus,Long-eared Owl,鸮形目,鸱鸮科,,
1498,横斑腹小鸮,,Athene brama,Spotted Owlet,鸮形目,鸱鸮科,,
1499,纵纹腹小鸮,,Athene noctua,Little Owl,鸮形目,鸱鸮科,,
1500,毛腿雕鸮,,Bubo blakistoni,Blakiston's Fish Owl,鸮形目,鸱鸮科,,
1501,雕鸮,,Bubo bubo,Northern Eagle Owl,鸮形目,鸱鸮科,,
1502,林雕鸮,,Bubo nipalensis,Forest Eagle Owl,鸮形目,鸱鸮科,,
1503,雪鸮,,Bubo scandiacus,Snowy Owl,鸮形目,鸱鸮科,,
1504,领鸺鹠,,Glaucidium brodiei,Collared Owlet,鸮形目,鸱鸮科,,
1505,斑头鸺鹠,,Glaucidium cuculoides,Asian Barred Owlet,鸮形目,鸱鸮科,,
1506,花头鸺鹠,,Glaucidium passerinum,Eurasian Pygmy-owl,鸮形目,鸱鸮科,,
1507,黄腿渔鸮,,Ketupa flavipes,Tawny Fish-owl,鸮形目,鸱鸮科,,
1508,褐渔鸮,,Ketupa zeylonensis,Brown Fish-owl,鸮形目,鸱鸮科,,
1509,日本鹰鸮,北鹰鸮,Ninox japonica,Northern Boobook,鸮形目,鸱鸮科,,
1510,鹰鸮,,Ninox scutulata,Brown Boobook,鸮形目,鸱鸮科,,
1511,纵纹角鸮,,Otus brucei,Pallid Scops-owl,鸮形目,鸱鸮科,,
1512,优雅角鸮,,Otus elegans,Ryukyu Scops-owl,鸮形目,鸱鸮科,,
1513,领角鸮,,Otus lettia,Collared Scops-owl,鸮形目,鸱鸮科,,
1514,西红角鸮,,Otus scops,Eurasian Scops-owl,鸮形目,鸱鸮科,,
1515,北领角鸮,,Otus semitorques,Japanese Scops-owl,鸮形目,鸱鸮科,,
1516,黄嘴角鸮,,Otus spilocephalus,Mountain Scops-owl,鸮形目,鸱鸮科,,
1517,红角鸮,,Otus sunia,Oriental Scops-owl,鸮形目,鸱鸮科,,
1518,四川林鸮,,Strix davidi,Pere David's Owl,鸮形目,鸱鸮科,,
1519,褐林鸮,,Strix leptogrammica,Brown Wood Owl,鸮形目,鸱鸮科,,
1520,乌林鸮,,Strix nebulosa,Great Grey Owl,鸮形目,鸱鸮科,,
1521,灰林鸮,,Strix nivicolum,Himalayan Owl,鸮形目,鸱鸮科,,
1522,长尾林鸮,,Strix uralensis,UraI Ow1,鸮形目,鸱鸮科,,
1523,猛鸮,,Surnia ulula,Hawk Owl,鸮形目,鸱鸮科,,
1524,棕三趾鹑,,Turnix suscitator,Barred Buttonquail,鸻形目,三趾鹑科,,
1525,林三趾鹑,,Turnix sylvaticus,Common Buttonquail,鸻形目,三趾鹑科,,
1526,黄脚三趾鹑,,Turnix tanki,Yellow-legged Buttonquail,鸻形目,三趾鹑科,,
1527,黑翅长脚鹬,,Himantopus himantopus,Black-winged Stilt,鸻形目,反嘴鹬科,,
1528,反嘴鹬,,Recurvirostra avosetta,Pied Avocet,鸻形目,反嘴鹬科,,
1529,彩鹬,,Rostratula benghalensis,Greater Painted-snipe,鸻形目,彩鹬科,,
1530,水雉,,Hydrophasianus chirurgus,Pheasant-tailed Jacana,鸻形目,水雉科,,
1531,铜翅水雉,,Metopidius indicus,Bronze-winged Jacana,鸻形目,水雉科,,
1532,长嘴斑海雀,,Brachyramphus perdix,Long-billed Murrelet,鸻形目,海雀科,,
1533,角嘴海雀,,Cerorhinca monocerata,Rhinoceros Auklet,鸻形目,海雀科,,
1534,扁嘴海雀,,Synthliboramphus antiquus,Ancient Murrelet,鸻形目,海雀科,,
1535,冠海雀,,Synthliboramphus wumizusume,Japanese Murrelet,鸻形目,海雀科,,
1536,崖海鸦,,Uria aalge,Common Murre,鸻形目,海雀科,,
1537,灰燕鸻,,Glareola lactea,Small Pratincole,鸻形目,燕鸻科,,
1538,普通燕鸻,,Glareola maldivarum,Oriental Pratincole,鸻形目,燕鸻科,,
1539,黑翅燕鸻,,Glareola nordmanni,Black-winged Pratincole,鸻形目,燕鸻科,,
1540,领燕鸻,,Glareola pratincola,Collared Pratincole,鸻形目,燕鸻科,,
1541,石鸻,,Burhinus oedicnemus,Stone Curlew,鸻形目,石鸻科,,
1542,大石鸻,,Esacus recurvirostris,Great Thick-knee,鸻形目,石鸻科,,
1543,蛎鹬,,Haematopus ostralegus,Eurasian Oystercatcher,鸻形目,蛎鹬科,,
1544,长尾贼鸥,,Stercorarius longicaudus,Long-tai1ed Jaeger,鸻形目,贼鸥科,,
1545,南极贼鸥,,Stercorarius maccormicki,South Polar Skua,鸻形目,贼鸥科,,
1546,短尾贼鸥,,Stercorarius parasiticus,Parasitic Jaeger,鸻形目,贼鸥科,,
1547,中贼鸥,,Stercorarius pomarinus,Pomarine Jaeger,鸻形目,贼鸥科,,
1548,白鞘嘴鸥,,Chionis albus,Snowy Sheathbill,鸻形目,鞘嘴鸥科,,
1549,玄燕鸥,,Anous minutus,Black Noddy,鸻形目,鸥科,,
1550,白顶玄燕鸥,,Anous stolidus,Brown Noddy,鸻形目,鸥科,,
1551,灰翅浮鸥,须浮鸥,Chlidonias hybrida,Whiskered Tern,鸻形目,鸥科,,
1552,白翅浮鸥,,Chlidonias leucopterus,White-winged Tern,鸻形目,鸥科,,
1553,黑浮鸥,,Chlidonias niger,Black Tern,鸻形目,鸥科,,
1554,棕头鸥,,Chroicocephalus brunnicephalus,Brown-headed Gull,鸻形目,鸥科,,
1555,细嘴鸥,,Chroicocephalus genei,Slender-billed Gull,鸻形目,鸥科,,
1556,澳洲红嘴鸥,,Chroicocephalus novaehollandiae,Silver Gull,鸻形目,鸥科,,
1557,红嘴鸥,,Chroicocephalus ridibundus,Black-headed Gull,鸻形目,鸥科,,
1558,鸥嘴噪鸥,,Gelochelidon nilotica,Common Gull-billed Tern,鸻形目,鸥科,,
1559,白燕鸥,,Gygis alba,Common White Tern,鸻形目,鸥科,,
1560,小鸥,,Hydrocoloeus minutus,Little Gull,鸻形目,鸥科,,
1561,红嘴巨燕鸥,红嘴巨鸥,Hydroprogne caspia,Caspian Tern,鸻形目,鸥科,,
1562,渔鸥,,Ichthyaetus ichthyaetus,Pallas's Gull,鸻形目,鸥科,,
1563,遗鸥,,Ichthyaetus relictus,Relict Gull,鸻形目,鸥科,,
1564,美洲海鸥,,Larus brachyrhynchus,Short-billed Gull,鸻形目,鸥科,,
1565,黄腿银鸥,,Larus cachinnans,Caspian Gull,鸻形目,鸥科,,
1566,普通海鸥,,Larus canus,Mew Gull,鸻形目,鸥科,,
1567,黑尾鸥,,Larus crassirostris,Black-tailed Gull,鸻形目,鸥科,,
1568,环嘴鸥,,Larus delawarensis,Ring-billed Gull,鸻形目,鸥科,,
1569,小黑背银鸥,,Larus fuscus,Lesser Black-backed Gull,鸻形目,鸥科,,
1570,灰翅鸥,,Larus glaucescens,Glaucous-winged Gull,鸻形目,鸥科,,
1571,北极鸥,,Larus hyperboreus,Glaucous Gull,鸻形目,鸥科,,
1572,灰背鸥,,Larus schistisagus,Slaty-backed Gull,鸻形目,鸥科,,
1573,西伯利亚银鸥,,Larus vegae,Vega Gull,鸻形目,鸥科,织女银鸥/蒙古银鸥 (西伯利亚银鸥),
1574,笑鸥,,Leucophaeus atricilla,Laughing Gull,鸻形目,鸥科,,
1575,弗氏鸥,,Leucophaeus pipixcan,Franklin’s Gull,鸻形目,鸥科,,
1576,白腰燕鸥,,Onychoprion aleuticus,Aleutian Tern,鸻形目,鸥科,,
1577,褐翅燕鸥,,Onychoprion anaethetus,Bridled Tern,鸻形目,鸥科,,
1578,乌燕鸥,,Onychoprion fuscatus,Sooty Tern,鸻形目,鸥科,,
1579,楔尾鸥,,Rhodostethia rosea,Ross’s Gull,鸻形目,鸥科,,
1580,三趾鸥,,Rissa tridactyla,Black-legged Kittiwake,鸻形目,鸥科,,
1581,剪嘴鸥,,Rynchops albicollis,Indian Skimmer,鸻形目,鸥科,,
1582,黑嘴鸥,,Saundersilarus saundersi,Saunders’s Gull,鸻形目,鸥科,,
1583,黑腹燕鸥,,Sterna acuticauda,Black-bellied Tern,鸻形目,鸥科,,
1584,河燕鸥,,Sterna aurantia,River Tern,鸻形目,鸥科,,
1585,粉红燕鸥,,Sterna dougallii,Roseate Tern,鸻形目,鸥科,,
1586,普通燕鸥,,Sterna hirundo,Common Tern,鸻形目,鸥科,,
1587,黑枕燕鸥,,Sterna sumatrana,Black-naped Tern,鸻形目,鸥科,,
1588,白额燕鸥,,Sternula albifrons,Little Tern,鸻形目,鸥科,,
1589,小凤头燕鸥,,Thalasseus bengalensis,Lesser Crested Tern,鸻形目,鸥科,,
1590,大凤头燕鸥,,Thalasseus bergii,Greater Crested Tern,鸻形目,鸥科,,
1591,中华凤头燕鸥,,Thalasseus bernsteini,Chinese Crested Tern,鸻形目,鸥科,,
1592,白嘴端凤头燕鸥,,Thalasseus sandvicensis,Sandwich Tern,鸻形目,鸥科,,
1593,叉尾鸥,,Xema sabini,Sabine's Gull,鸻形目,鸥科,,
1594,环颈鸻,,Charadrius alexandrinus,Kentish Plover,鸻形目,鸻科,,
1595,红胸鸻,,Charadrius asiaticus,Caspian Plover,鸻形目,鸻科,,
1596,青藏沙鸻,,Charadrius atrifrons,Tibetan Sand Plover,鸻形目,鸻科,,
1597,白脸鸻,,Charadrius dealbatus,White-faced Plover,鸻形目,鸻科,,
1598,金眶鸻,,Charadrius dubius,Little Ringed Plover,鸻形目,鸻科,,
1599,剑鸻,,Charadrius hiaticula,Common Ringed Plover,鸻形目,鸻科,,
1600,铁嘴沙鸻,,Charadrius leschenaultii,Greater Sand Plover,鸻形目,鸻科,,
1601,蒙古沙鸻,,Charadrius mongolus,Lesser Sand Plover,鸻形目,鸻科,,
1602,长嘴剑鸻,,Charadrius placidus,Long-billed Plover,鸻形目,鸻科,,
1603,东方鸻,,Charadrius veredus,Oriental Plover,鸻形目,鸻科,,
1604,小嘴鸻,,Eudromias morinellus,Eurasian Dotterel,鸻形目,鸻科,,
1605,欧金鸻,,Pluvialis apricaria,European Golden Plover,鸻形目,鸻科,,
1606,金鸻,金斑鸻,Pluvialis fulva,Pacific Golden Plover,鸻形目,鸻科,,
1607,灰鸻,灰斑鸻,Pluvialis squatarola,Grey Plover,鸻形目,鸻科,,
1608,灰头麦鸡,,Vanellus cinereus,Grey-headed Lapwing,鸻形目,鸻科,,
1609,距翅麦鸡,,Vanellus duvaucelii,River Lapwing,鸻形目,鸻科,,
1610,黄颊麦鸡,,Vanellus gregarius,Sociable Lapwing,鸻形目,鸻科,,
1611,肉垂麦鸡,,Vanellus indicus,Red-wattled Lapwing,鸻形目,鸻科,,
1612,白尾麦鸡,,Vanellus leucurus,White-tailed Lapwing,鸻形目,鸻科,,
1613,凤头麦鸡,,Vanellus vanellus,Northern Lapwing,鸻形目,鸻科,,
1614,矶鹬,,Actitis hypoleucos,Common Sandpiper,鸻形目,鹬科,,
1615,翻石鹬,,Arenaria interpres,Ruddy Turnstone,鸻形目,鹬科,,
1616,尖尾滨鹬,,Calidris acuminata,Sharp-tailed Sandpiper,鸻形目,鹬科,,
1617,三趾滨鹬,,Calidris alba,Sanderling,鸻形目,鹬科,,
1618,黑腹滨鹬,,Calidris alpina,Dunlin,鸻形目,鹬科,,
1619,黑腰滨鹬,,Calidris bairdii,Baird's Sandpiper,鸻形目,鹬科,,
1620,红腹滨鹬,,Calidris canutus,Red Knot,鸻形目,鹬科,,
1621,阔嘴鹬,,Calidris falcinellus,Broad-billed Sandpiper,鸻形目,鹬科,,
1622,弯嘴滨鹬,,Calidris ferruginea,Curlew Sandpiper,鸻形目,鹬科,,
1623,白腰滨鹬,,Calidris fuscicollis,White-rumped Sandpiper,鸻形目,鹬科,,
1624,高跷鹬,,Calidris himantopus,Stilt Sandpiper,鸻形目,鹬科,,
1625,西滨鹬,,Calidris mauri,Western Sandpiper,鸻形目,鹬科,,
1626,斑胸滨鹬,,Calidris melanotos,Pectoral Sandpiper,鸻形目,鹬科,,
1627,小滨鹬,,Calidris minuta,Little Stint,鸻形目,鹬科,,
1628,岩滨鹬,,Calidris ptilocnemis,Rock Sandpiper,鸻形目,鹬科,,
1629,流苏鹬,,Calidris pugnax,Ruff,鸻形目,鹬科,,
1630,勺嘴鹬,,Calidris pygmaea,Spoon-billed Sandpiper,鸻形目,鹬科,,
1631,红颈滨鹬,,Calidris ruficollis,Red-necked Stint,鸻形目,鹬科,,
1632,长趾滨鹬,,Calidris subminuta,Long-toed Stint,鸻形目,鹬科,,
1633,黄胸滨鹬,,Calidris subruficollis,Buff-breasted Sandpiper,鸻形目,鹬科,,
1634,青脚滨鹬,,Calidris temminckii,Temminck's Stint,鸻形目,鹬科,,
1635,大滨鹬,,Calidris tenuirostris,Great Knot,鸻形目,鹬科,,
1636,扇尾沙锥,,Gallinago gallinago,Common Snipe,鸻形目,鹬科,,
1637,拉氏沙锥,澳南沙锥,Gallinago hardwickii,Latham’s Snipe,鸻形目,鹬科,,
1638,大沙锥,,Gallinago megala,Swinhoe’s Snipe,鸻形目,鹬科,,
1639,林沙锥,,Gallinago nemoricola,Wood Snipe,鸻形目,鹬科,,
1640,孤沙锥,,Gallinago solitaria,Solitary Snipe,鸻形目,鹬科,,
1641,针尾沙锥,,Gallinago stenura,Pintail Snipe,鸻形目,鹬科,,
1642,长嘴半蹼鹬,长嘴鹬,Limnodromus scolopaceus,Long-billed Dowitcher,鸻形目,鹬科,,
1643,半蹼鹬,,Limnodromus semipalmatus,Asian Dowitcher,鸻形目,鹬科,,
1644,斑尾塍鹬,,Limosa lapponica,Bar-tailed Godwit,鸻形目,鹬科,,
1645,黑尾塍鹬,,Limosa limosa,Black-tailed Godwit,鸻形目,鹬科,,
1646,姬鹬,,Lymnocryptes minimus,Jack Snipe,鸻形目,鹬科,,
1647,白腰杓鹬,,Numenius arquata,Eurasian Curlew,鸻形目,鹬科,,
1648,大杓鹬,,Numenius madagascariensis,Far Eastern Curlew,鸻形目,鹬科,,
1649,小杓鹬,,Numenius minutus,Little Curlew,鸻形目,鹬科,,
1650,中杓鹬,,Numenius phaeopus,Whimbrel,鸻形目,鹬科,,
1651,灰瓣蹼鹬,,Phalaropus fulicarius,Red Phalarope,鸻形目,鹬科,,
1652,红颈瓣蹼鹬,,Phalaropus lobatus,Red-necked Phalarope,鸻形目,鹬科,,
1653,丘鹬,,Scolopax rusticola,Eurasian Woodcock,鸻形目,鹬科,,
1654,灰尾漂鹬,,Tringa brevipes,Grey-tailed Tattler,鸻形目,鹬科,,
1655,鹤鹬,,Tringa erythropus,Spotted Redshank,鸻形目,鹬科,,
1656,小黄脚鹬,,Tringa flavipes,Lesser Yellowlegs,鸻形目,鹬科,,
1657,林鹬,,Tringa glareola,Wood Sandpiper,鸻形目,鹬科,,
1658,小青脚鹬,,Tringa guttifer,Spotted Greenshank,鸻形目,鹬科,,
1659,漂鹬,,Tringa incana,Wandering Tattler,鸻形目,鹬科,,
1660,青脚鹬,,Tringa nebularia,Common Greenshank,鸻形目,鹬科,,
1661,白腰草鹬,,Tringa ochropus,Green Sandpiper,鸻形目,鹬科,,
1662,泽鹬,,Tringa stagnatilis,Marsh Sandpiper,鸻形目,鹬科,,
1663,红脚鹬,,Tringa totanus,Common Redshank,鸻形目,鹬科,,
1664,翘嘴鹬,,Xenus cinereus,Terek Sandpiper,鸻形目,鹬科,,
1665,鹮嘴鹬,,Ibidorhyncha struthersii,Ibisbill,鸻形目,鹮嘴鹬科,,
1666,绿翅金鸠,,Chalcophaps indica,Emerald Dove,鸽形目,鸠鸽科,,
1667,中亚鸽,,Columba eversmanni,Pale-backed Pigeon,鸽形目,鸠鸽科,,
1668,斑林鸽,,Columba hodgsonii,Speckled Wood Pigeon,鸽形目,鸠鸽科,,
1669,黑林鸽,,Columba janthina,Japanese Wood Pigeon,鸽形目,鸠鸽科,,
1670,雪鸽,,Columba leuconota,Snow Pigeon,鸽形目,鸠鸽科,,
1671,原鸽,,Columba livia,Rock Dove,鸽形目,鸠鸽科,,
1672,欧鸽,,Columba oenas,Stock Dove,鸽形目,鸠鸽科,,
1673,斑尾林鸽,,Columba palumbus,Wood Pigeon,鸽形目,鸠鸽科,,
1674,灰林鸽,,Columba pulchricollis,Ashy Wood Pigeon,鸽形目,鸠鸽科,,
1675,紫林鸽,,Columba punicea,Pale-capped Pigeon,鸽形目,鸠鸽科,,
1676,岩鸽,,Columba rupestris,Hill Pigeon,鸽形目,鸠鸽科,,
1677,白喉林鸽,,Columba vitiensis,Metallic Pigeon,鸽形目,鸠鸽科,,
1678,绿皇鸠,,Ducula aenea,Green Imperial Pigeon,鸽形目,鸠鸽科,,
1679,山皇鸠,,Ducula badia,Imperial Pigeon,鸽形目,鸠鸽科,,
1680,斑姬地鸠,,Geopelia striata,Zebra Dove,鸽形目,鸠鸽科,,
1681,小鹃鸠,,Macropygia ruficeps,Lesser Red Cuckoo Dove,鸽形目,鸠鸽科,,
1682,菲律宾鹃鸠,,Macropygia tenuirostris,Philippine Cuckoo Dove,鸽形目,鸠鸽科,,
1683,斑尾鹃鸠,,Macropygia unchall,Bar-tailed Cuckoo Dove,鸽形目,鸠鸽科,,
1684,黑颏果鸠,,Ptilinopus leclancheri,Black-chinned Fruit Dove,鸽形目,鸠鸽科,,
1685,珠颈斑鸠,,Spilopelia chinensis,Spotted Dove,鸽形目,鸠鸽科,,
1686,棕斑鸠,,Spilopelia senegalensis,Laughing Dove,鸽形目,鸠鸽科,,
1687,灰斑鸠,,Streptopelia decaocto,Eurasian Collared Dove,鸽形目,鸠鸽科,,
1688,山斑鸠,,Streptopelia orientalis,Oriental Turtle Dove,鸽形目,鸠鸽科,,
1689,火斑鸠,,Streptopelia tranquebarica,Red Turtle Dove,鸽形目,鸠鸽科,,
1690,欧斑鸠,,Streptopelia turtur,Turtle Dove,鸽形目,鸠鸽科,,
1691,针尾绿鸠,,Treron apicauda,Pin-tailed Green Pigeon,鸽形目,鸠鸽科,,
1692,橙胸绿鸠,,Treron bicinctus,Orange-breasted Green Pigeon,鸽形目,鸠鸽科,,
1693,厚嘴绿鸠,,Treron curvirostra,Thick-billed Green Pigeon,鸽形目,鸠鸽科,,
1694,红顶绿鸠,,Treron formosae,Whistling Green Pigeon,鸽形目,鸠鸽科,,
1695,灰头绿鸠,,Treron phayrei,Ashy-headed Green-pigeon,鸽形目,鸠鸽科,,
1696,黄脚绿鸠,,Treron phoenicopterus,Yellow-footed Green Pigeon,鸽形目,鸠鸽科,,
1697,白腹针尾绿鸠,,Treron seimundi,Yellow-vented Green Pigeon,鸽形目,鸠鸽科,,
1698,红翅绿鸠,,Treron sieboldii,White-bellied Green Pigeon,鸽形目,鸠鸽科,,
